,children,childrentxt,cover_id,fantasy,fantasytxt,medicine,medicinetxt,music,musictxt,mystery and detective stories,mystery and detective storiestxt,religion,religiontxt,romance,romancetxt,science,science fiction,science fictiontxt,sciencetxt,title,words,title_len,file
252,0.0,0,7109935.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,sense and sensibility,"['sense', 'sensibility']",2,7109935.jpg
253,0.0,0,2422976.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,the portrait of a lady,"['portrait', 'lady']",2,2422976.jpg
254,0.0,0,109052.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,persuasion,['persuasion'],1,109052.jpg
255,0.0,0,1064130.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,the return of the native,"['return', 'native']",2,1064130.jpg
256,0.0,0,103360.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,far from the madding crowd,"['far', 'madding', 'crowd']",3,103360.jpg
257,0.0,0,893995.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,the age of innocence,"['age', 'innocence']",2,893995.jpg
258,0.0,0,230142.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,women in love,"['woman', 'love']",2,230142.jpg
259,0.0,0,5988543.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,daisy miller,"['daisy', 'miller']",2,5988543.jpg
260,0.0,0,2804851.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,washington square,"['washington', 'square']",2,2804851.jpg
261,0.0,0,5734952.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,the ambassadors,['ambassador'],1,5734952.jpg
262,0.0,0,2898685.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,the woodlanders,['woodlanders'],1,2898685.jpg
263,0.0,0,295553.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,this side of paradise,"['side', 'paradise']",2,295553.jpg
264,0.0,0,5641338.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,under the greenwood tree or the mellstock quire a rural painting of the dutch school,"['greenwood', 'tree', 'mellstock', 'quire', 'rural', 'painting', 'dutch', 'school']",8,5641338.jpg
265,0.0,0,1468589.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,howards end,"['howard', 'end']",2,1468589.jpg
266,0.0,0,988752.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,the well beloved,"['well', 'beloved']",2,988752.jpg
267,0.0,0,6454821.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,framley parsonage,"['framley', 'parsonage']",2,6454821.jpg
268,0.0,0,419052.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,the wings of the dove,"['wing', 'dove']",2,419052.jpg
269,0.0,0,4009183.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,the eustace diamonds,"['eustace', 'diamond']",2,4009183.jpg
270,0.0,0,6807968.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,the return of the native,"['return', 'native']",2,6807968.jpg
271,0.0,0,7274775.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,the godfather,['godfather'],1,7274775.jpg
272,0.0,0,1983440.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,mansfield park,"['mansfield', 'park']",2,1983440.jpg
273,0.0,0,5714864.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,at the foot of the rainbow,"['foot', 'rainbow']",2,5714864.jpg
274,0.0,0,979858.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,therese raquin,"['therese', 'raquin']",2,979858.jpg
275,0.0,0,14250.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,the custom of the country,"['custom', 'country']",2,14250.jpg
276,0.0,0,872066.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,riders of the purple sage,"['rider', 'purple', 'sage']",3,872066.jpg
277,0.0,0,4403121.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,rachel ray,"['rachel', 'ray']",2,4403121.jpg
278,0.0,0,4277707.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,light a penny candle,"['light', 'penny', 'candle']",3,4277707.jpg
279,0.0,0,6921849.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,devil s cub,"['devil', 'cub']",2,6921849.jpg
280,0.0,0,6894124.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,powder and patch,"['powder', 'patch']",2,6894124.jpg
281,0.0,0,1818657.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,night over water,"['night', 'water']",2,1818657.jpg
282,0.0,0,7002767.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,the toll gate,"['toll', 'gate']",2,7002767.jpg
283,0.0,0,76602.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,echoes,['echo'],1,76602.jpg
284,0.0,0,7002404.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,the quiet gentleman,"['quiet', 'gentleman']",2,7002404.jpg
285,0.0,0,6924187.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,royal escape,"['royal', 'escape']",2,6924187.jpg
286,0.0,0,7002066.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,the reluctant widow,"['reluctant', 'widow']",2,7002066.jpg
287,0.0,0,318845.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,hidden riches,"['hidden', 'rich']",2,318845.jpg
288,0.0,0,6921929.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,the convenient marriage,"['convenient', 'marriage']",2,6921929.jpg
289,0.0,0,6923107.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,an infamous army,"['infamous', 'army']",2,6923107.jpg
290,0.0,0,535122.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,the god of small things,"['god', 'small', 'thing']",3,535122.jpg
291,0.0,0,6630361.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,no greater love,"['greater', 'love']",2,6630361.jpg
292,0.0,0,6642170.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,peachtree road,"['peachtree', 'road']",2,6642170.jpg
293,0.0,0,237818.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,come love a stranger,"['come', 'love', 'stranger']",3,237818.jpg
294,0.0,0,3934067.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,grievous sin,"['grievous', 'sin']",2,3934067.jpg
295,0.0,0,2815511.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,forget me not,['forget'],1,2815511.jpg
296,0.0,0,6623388.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,romance,0.0,0.0,0,0,forever in your embrace,"['forever', 'embrace']",2,6623388.jpg
297,0.0,0,7877366.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.0,science fiction,science,brave new world,"['brave', 'new', 'world']",3,7877366.jpg
299,0.0,0,308949.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,literary works of leonardo da vinci,"['literary', 'work', 'leonardo', 'da', 'vinci']",5,308949.jpg
300,0.0,0,5892088.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,the variation of animals and plants under domestication,"['variation', 'animal', 'plant', 'domestication']",4,5892088.jpg
301,0.0,0,5378174.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,mein weltbild,"['mein', 'weltbild']",2,5378174.jpg
302,0.0,0,570731.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,longitude,['longitude'],1,570731.jpg
303,0.0,0,798059.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.0,science fiction,science,captain s glory,"['captain', 'glory']",2,798059.jpg
304,0.0,0,4892166.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,regulae ad directionem ingenii,"['regulae', 'ad', 'directionem', 'ingenii']",4,4892166.jpg
305,0.0,0,303889.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,the sciences,['science'],1,303889.jpg
306,0.0,0,1099656.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,psychology of learning and motivation,"['psychology', 'learning', 'motivation']",3,1099656.jpg
307,0.0,0,1173785.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,how to write and publish a scientific paper,"['write', 'publish', 'scientific', 'paper']",4,1173785.jpg
308,0.0,0,1242604.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,the sciences,['science'],1,1242604.jpg
309,0.0,0,6872278.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,active physics,"['active', 'physic']",2,6872278.jpg
310,0.0,0,3742927.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.0,science fiction,science,reach for tomorrow,"['reach', 'tomorrow']",2,3742927.jpg
311,0.0,0,6724433.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,active physics,"['active', 'physic']",2,6724433.jpg
312,0.0,0,5534541.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,personal knowledge,"['personal', 'knowledge']",2,5534541.jpg
313,0.0,0,134596.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,the meaning of it all,['meaning'],1,134596.jpg
314,0.0,0,3364704.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,the magic school bus at the waterworks,"['magic', 'school', 'bus', 'waterworks']",4,3364704.jpg
315,0.0,0,1204802.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,an atlas of world affairs,"['atlas', 'world', 'affair']",3,1204802.jpg
316,0.0,0,1094371.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,advances in clinical chemistry,"['advance', 'clinical', 'chemistry']",3,1094371.jpg
317,0.0,0,1211052.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,understanding jct standard building contracts,"['understanding', 'jct', 'standard', 'building', 'contract']",5,1211052.jpg
318,0.0,0,4383816.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,science in elementary education,"['science', 'elementary', 'education']",3,4383816.jpg
319,0.0,0,574595.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,chance love and logic,"['chance', 'love', 'logic']",3,574595.jpg
320,0.0,0,394317.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,science stories,"['science', 'story']",2,394317.jpg
321,0.0,0,2135552.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,meditations metaphysiques,"['meditation', 'metaphysiques']",2,2135552.jpg
322,0.0,0,1163784.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,beer,['beer'],1,1163784.jpg
323,0.0,0,1658658.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,condo vacations,"['condo', 'vacation']",2,1658658.jpg
324,0.0,0,169031.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,nobel prize women in science,"['nobel', 'prize', 'woman', 'science']",4,169031.jpg
325,0.0,0,3735520.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,the possibility of naturalism,"['possibility', 'naturalism']",2,3735520.jpg
326,0.0,0,417481.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,billions and billions,"['billion', 'billion']",2,417481.jpg
327,0.0,0,1691150.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,how to solve problems,"['solve', 'problem']",2,1691150.jpg
328,0.0,0,2469560.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,an introduction to genetic engineering,"['introduction', 'genetic', 'engineering']",3,2469560.jpg
329,0.0,0,303745.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,on giants shoulders,"['giant', 'shoulder']",2,303745.jpg
330,0.0,0,5410642.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,english men of science,"['english', 'men', 'science']",3,5410642.jpg
331,0.0,0,1400299.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,principles of horticulture,"['principle', 'horticulture']",2,1400299.jpg
332,0.0,0,257347.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,unweaving the rainbow,"['unweaving', 'rainbow']",2,257347.jpg
333,0.0,0,385492.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,science is ,['science'],1,385492.jpg
334,0.0,0,6802796.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,professor puffendorf s secret potions,"['professor', 'puffendorf', 'secret', 'potion']",4,6802796.jpg
335,0.0,0,1112594.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,principles of glacier mechanics,"['principle', 'glacier', 'mechanic']",3,1112594.jpg
336,0.0,0,5102897.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0.0,0,science,the world wide web for scientists  engineers,"['world', 'wide', 'web', 'scientist', 'engineer']",5,5102897.jpg
337,0.0,0,1893213.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,twenty thousand leagues under the sea,"['twenty', 'thousand', 'league', 'sea']",4,1893213.jpg
338,0.0,0,368524.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,the time machine,"['time', 'machine']",2,368524.jpg
339,0.0,0,7885473.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,the war of the worlds,"['war', 'world']",2,7885473.jpg
340,0.0,0,295454.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,journey to the center of the earth,"['journey', 'center', 'earth']",3,295454.jpg
341,0.0,0,295740.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,the invisible man,"['invisible', 'man']",2,295740.jpg
342,0.0,0,1972754.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,flatland,['flatland'],1,1972754.jpg
343,0.0,0,297747.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,island of doctor moreau,"['island', 'doctor', 'moreau']",3,297747.jpg
344,0.0,0,4290393.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,a clockwork orange,"['clockwork', 'orange']",2,4290393.jpg
345,0.0,0,7890581.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,the hitchhiker s guide to the galaxy,"['hitchhiker', 'guide', 'galaxy']",3,7890581.jpg
346,0.0,0,6542663.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,the mysterious island,"['mysterious', 'island']",2,6542663.jpg
347,0.0,0,28100.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,charlie and the great glass elevator,"['charlie', 'great', 'glass', 'elevator']",4,28100.jpg
348,0.0,0,1930755.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,the chessmen of mars,"['chessman', 'mar']",2,1930755.jpg
349,0.0,0,606066.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,the first men in the moon,"['first', 'men', 'moon']",3,606066.jpg
350,0.0,0,2928749.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,thuvia maid of mars,"['thuvia', 'maid', 'mar']",3,2928749.jpg
351,0.0,0,77726.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,the lost world,"['lost', 'world']",2,77726.jpg
352,0.0,0,6656642.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,sphere,['sphere'],1,6656642.jpg
353,0.0,0,1930735.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,the gods of mars,"['god', 'mar']",2,1930735.jpg
354,0.0,0,6453241.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,out of the silent planet,"['silent', 'planet']",2,6453241.jpg
355,0.0,0,7285359.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,a wrinkle in time,"['wrinkle', 'time']",2,7285359.jpg
356,0.0,0,207093.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,star wars  splinter of the mind s eye,"['star', 'war', 'splinter', 'mind', 'eye']",5,207093.jpg
357,0.0,0,210200.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,childhood s end,"['childhood', 'end']",2,210200.jpg
358,0.0,0,535027.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,the day of the triffids,"['day', 'triffids']",2,535027.jpg
359,0.0,0,5783892.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,in the days of the comet,"['day', 'comet']",2,5783892.jpg
360,0.0,0,1364468.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,the sirens of titan,"['siren', 'titan']",2,1364468.jpg
361,0.0,0,280185.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,cat s cradle,"['cat', 'cradle']",2,280185.jpg
362,0.0,0,175677.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,the year s best science fiction,"['year', 'best', 'science', 'fiction']",4,175677.jpg
363,0.0,0,6633167.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,starship troopers,"['starship', 'trooper']",2,6633167.jpg
364,0.0,0,1993514.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,the lost continent,"['lost', 'continent']",2,1993514.jpg
365,0.0,0,207207.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,the puppet masters,"['puppet', 'master']",2,207207.jpg
366,0.0,0,813555.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,neon genesis evangelion,"['neon', 'genesis', 'evangelion']",3,813555.jpg
367,0.0,0,4392857.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,islands in the sky,"['island', 'sky']",2,4392857.jpg
368,0.0,0,801527.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,time must have a stop,"['time', 'must', 'stop']",3,801527.jpg
369,0.0,0,210775.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,star wars,"['star', 'war']",2,210775.jpg
370,0.0,0,175083.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,the year s best science fiction,"['year', 'best', 'science', 'fiction']",4,175083.jpg
371,0.0,0,6613437.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,star trek,"['star', 'trek']",2,6613437.jpg
372,0.0,0,26458.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,the lathe of heaven,"['lathe', 'heaven']",2,26458.jpg
373,0.0,0,182911.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,science fiction,0,where late the sweet birds sang,"['late', 'sweet', 'bird', 'sang']",4,182911.jpg
